Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10-04-2016,7.7,Hotel Arena, United Kingdom , The work being done externally right now is off putting on arrival Will look great once finished but we did get free drinks to compensate ,27,1403, Great room very comfortable bed Nice and quiet Fantastic decor and amazing staircases The location is great if you want to avoid the hectic nature of the city centre and red light district but can be walked in around half an hour The immediate area is fantastic great Park amazing local restaurants frequented by locals etc one of which has the largest selection of beer available Near by brewery that do tours not Heineken and great beer Good museum near by and even a local coffeeshop that we better value than those in the center ,97,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",303 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/27/2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, We upgraded to a larger room Had the bath infront of the bed which allowed us to relax before having the best nights sleep I ve probably ever had due to the comfort of the beds ,38,1,10,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",310 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/27/2016,7.7,Hotel Arena, United Kingdom , Our room was a little compact probably due to it being a loft room at the end of the building However the design tried to maximise its quirky layout ,31,1403, A very quirky hotel that managed to keep its identy despite moderisation situated in a lovely location Bed was extrememly comfortable and cleanliness of hotel was outstanding ,29,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",310 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/19/2016,7.7,Hotel Arena, United Kingdom , Got charged 50 for a birthday package when it was advertised for 30 on the website This was apparently due to city taxes which we were unaware of The shower was blocked and would flood the room after one use We were unable to get rid of the water so couldn t use the room after we d had a shower Couldn t check us into our room at 3pm had to wait extra 30 minutes Standard Breakfast was very expensive at 17 I highly suggest not to buy Cigarette machine was broken and staff still allowed us to try and use Overall a disappointing stay for a birthday weekend ,112,1403,No Positive,0,1,5,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",318 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/19/2016,7.7,Hotel Arena, Ireland , split level bedrooms although quirky are impractical 1 TV remote for both tv s but on differernt floors A C is located downstairs so very impractical to have to go downstairs to adjust The walls are also very thin not good sound proofing ,45,1403, beautiful surroundings great location Old world style of the hotel is really different,14,10,6.3,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 2 nights ']",318 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,9/18/2016,7.7,Hotel Arena, United Kingdom , Building work starting at 7am waking us up no mention of building work on booking com and on hotels web page it does say renovations but not that there would be noise disturbance Also air conditioning very very loud,40,1403, Location,2,1,5,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",319 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,09-12-2016,7.7,Hotel Arena, United Kingdom , Hotel is having some construction work done this I can live with the tables and general cleanliness of the restaurant was not 4 star all the surfaces were sticky and full of old food the room had a very narrow and steep staircase to get to the bed really difficult to come down I thought,56,1403, Location was ok and has access to all the public transport a very pleasant park is situated next good for a jogger or just a stroll ,28,5,4.6,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",325 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,09-09-2016,7.7,Hotel Arena, Netherlands , There was a girl working in the restaurant and we asked her a few things about the dessert but she didn t know alot The staff that evening didn t walk by our table once and when they did they didn t take our plates The staff the next day though was more experienced and very outgoing So our dinner of the night before was immediately forgotten and we had a great night at your restaurant ,78,1403, The bed was amazing Actually our whole room large room The park burger at the restaurant downstairs was also heaven ,22,2,8.8,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",328 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/31/2016,7.7,Hotel Arena, Australia , it s a shame about all the construction going on because it looked like such a beautiful place but we couldn t see a lot ,27,1403, super comfy beds cozy rooms lovely staff pretty sweet location I love amsterdam ,15,3,9.2,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 4 nights ']",337 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/13/2016,7.7,Hotel Arena, United Kingdom , Building work is being done but it doesn t case any hassle ,14,1403, Staff were brilliant Really helpful attentive and friendly Amazing building with lots of history too ,17,1,7.9,"[' Leisure trip ', ' Group ', ' Duplex Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",355 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/30/2016,7.7,Hotel Arena, United States of America , Construction during the day though not intrusive,8,1403, Great Customer Service Staff very responsive to our individual needs also helpful in giving directions getting tickets and Metro passes ,22,2,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",369 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/27/2016,7.7,Hotel Arena, Canada , The front desk staff particularly the young men tended to be a bit spaced out and were not very helpful at times however the female attendants on the desk were quite efficient and knowledgeable Breakfast was a bit pricey especially for two people combined ,46,1403, The rooms were comfortable and clean and the bed accommodated sleep well Restaurant and bar staff were very helpful and friendly The breakfast was quite good where there was a variety of selections available to choose from ,39,2,7.1,"[' Business trip ', ' Couple ', ' Large King Room ', ' Stayed 5 nights ']",372 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/26/2016,7.7,Hotel Arena, United States of America , No Limited A C in common areas Dangerous metal ornaments on all banisters Musty smell throughout common areas Deluxe rooms very small impractical design Impractical shower design no place for soap Poor quality bed mattress Room refrigerator barely worked Food in restaurant overprices only fair quality Overall dark rundown dreary appearance,52,1403, Good water pressure in shower,6,1,3.8,"[' Business trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ']",373 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/20/2016,7.7,Hotel Arena, United Kingdom , There was a loud noise outside my room on the first night like a generator Perhaps it had to do with the renewal works in place ,28,1403, The hotel is located in a very nice area of Amsterdam There are museums parks shops and restaurants around as well as many tram stops that can take you everywhere in the city Staff were very kind ,39,14,9.6,"[' Leisure trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",379 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/17/2016,7.7,Hotel Arena, United Kingdom , The hotel is under reconstruction although it didn t affect us Overall it s a lovely hotel very spacious ,21,1403, We upgraded our room had a huge room with a large bath tub ,15,1,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",382 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,7/14/2016,7.7,Hotel Arena, South Africa , there is a renovation ongoing in front of the hotel which will hopefully be completed soon as it kills the view,22,1403, Vibe is good location good and historic building is will be beautiful,13,5,7.9,"[' Leisure trip ', ' Solo traveler ', ' Duplex Twin Room ', ' Stayed 1 night ']",385 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,07-09-2016,7.7,Hotel Arena, United States of America , Staff promised things they didn t deliver Room was very small bathroom cramped location generally distant ,18,1403, Generally clean and interestingly designed But a little worn Meanwhile there is massive renovation underway which will probably make it a much nicer hotel but in the meantime you will walk up a wooden ramp to reception and many amenities are in process The reason to stay here is that it s cheaper than other similar properties possibly because it s in renovation and also because it is off the beaten path though not in a bad neighborhood just not close to the hot spots ,87,3,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 3 nights ']",390 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,07-05-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Architecturally the building is terrific you can feel the history of the place which just isn t there with purpose built chain hotels The Arena has the look and feel of a boutique hotel lushly decorated wrought iron work on staircases chandeliers the up lighting and high windows and ceilings gives a great sense of space Location is fab in the green space of Oosterpark but only a ten min walk to the City Halls The rooms are quirky with a small footprint THe ground level has a closet small sofa WC and shower fridge table and chair with the huge bed on a mezzanine level There s a tv on each level ,115,4,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",394 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,07-02-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Breakfast was very nice and the staff were so helpful especially with giving us advice on transport around the city Also the bed was comfortable so we slept so well each night ,34,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",397 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,07-02-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, This hotel was great value for money Only a few tram stops away from the city centre It was close enough for all the attractions of Amsterdam but far enough away that it was a quiet neighbourhood The zoo is literally a 10 minute walk away or one tram stop Very accessible The room was extremely nice and the bed was outstandingly comfy best nights sleep I ve ever had I would highly recommend this hotel ,78,1,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",397 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/29/2016,7.7,Hotel Arena, Netherlands , We would have liked to know in advance that the hotel is being renovated We had a room right in front of the building site and were waken up at 6 30 because of the noise Booking com should warn travellers for this so they can ask for a room on the quiet side of the hotel ,59,1403, Very friendly staff lovely comfy room,7,1,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ']",400 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/27/2016,7.7,Hotel Arena, United Kingdom , I wouldnt be able to recommend my grandparents as there are stairs in our room i also dont remember reading that there are stairs in the room although its fine for us as we are only 20 ,39,1403, food recommendations were brilliant,5,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",402 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/17/2016,7.7,Hotel Arena, Canada , The outside of the hotel is under construction It will look beautiful when it s done ,18,1403, The inside of the hotel is very classy He staff are friendly and helpful Our room was great Huge bathroom with double sinks and showers small sitting room with a kettle and fridge beautiful bedroom with a big comfortable bed The hotel is a nice area There is a big park next door and it is only a 20 minute walk to the Heineken Experience ,67,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",412 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/17/2016,7.7,Hotel Arena, United Kingdom , the room next to us were quite loud at night time which proved it a bit difficult to sleep on times The bathroom was really damp due to the wet room and water went by the toilet so we had to wear shoes when using the bathroom after showering The staff member who checked us in charged us a 150 security fee and we were told that this would not be deducted from our bank only held but it was which resulted into the bank blocking my card due to an unauthorised foreign payment Check this when checking in and make sure the bank is aware ,108,1403, Bed was really comfy and we had a canal view which was nice to wake up to The hotel was warm and beautifully decorated We were given a free drink voucher to compensate for construction which was really nice,40,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",412 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,6/16/2016,7.7,Hotel Arena, Canada , The hotel gardens and patios were under major renovation The sidewalk entrance was a mess There was no mention of this at all on the booking com website We were given a voucher for one drink cocktails excluded as compensation Not good enough ,45,1403, The location of this hotel is great It s very close to the tram lines and subway The staff was very helpful in getting us a room that was to our liking The breakfast buffet was fine ,39,10,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",413 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,06-05-2016,7.7,Hotel Arena, United Kingdom , Major construction work underway next door as part of hotel expansion Room on 2 levels with very steep staircase which made going to the toilet in the night a very dangerous experience After complaining they did agree to move us to room on one level Food in restaurant leaves a lot to be desired for anyone wishing to have food anything except medium rare Despite friendly staff will not be returning cannot recommend ,75,1403, Breakfast was plentiful although often cold when meant to be hot bacon sausage etc Next to park which makes for a pleasant evening walk and tram services nearby Staff very friendly willing to help ,36,2,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",424 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,06-01-2016,7.7,Hotel Arena, United States of America , The first room had steep steps to a loft bed Not practical and dangerous for someone 68 especially if he has to go to the bathroom in the night Second night had a room on one level ,39,1403,No Positive,0,12,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",428 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,06-01-2016,7.7,Hotel Arena, Luxembourg , The bathroom has cristal walls and it is not comfortable at all The room size was also pretty small ,21,1403, Well located if you don t mind taking the train ,12,9,4.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",428 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/28/2016,7.7,Hotel Arena, United Kingdom , Our suite on the 3 floor was beautiful but our mattress probably old was slumping in the middle The staff could not provide a board to put under to make it better and at the time there was no other suite available though smaller rooms were offered For the price you would have expected at least a comfortable bed,60,1403, this beautiful building has huge potential but you get the feeling that while the extention work is going on the hotel is less of a priority It is starting to look frayed at the edges But there is a good and funky atmosphere and the breakfast was very good The location was also perfect for us as we were visiting relatives nearby and it is also a quite airy part of amsterdam ,74,6,7.5,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ']",432 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/22/2016,7.7,Hotel Arena, Ireland , The shower was useless and when it worked it soaked the entire bathroom meaning we had to use all our towels to dry the floor was a disaster The room wasn t cleaned properly in a long time just cleaning round the edges The bed room was up a slight set of stairs which left it very warm because we were along way form the window which left the room stuffy and over heated having to go up and down stairs that were dangerous to the toilet or to get a drink was a nightmare The stairs are dangerous and narrow wouldn t be suitable for older people or kids You definitely get what you pay for It was half clean and not very central,126,1403, Liked the staff The location,6,2,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",438 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/22/2016,7.7,Hotel Arena, United Kingdom , Overpriced breakfast Bed too soft Bath had no shelf to leave bottles etc on Building works impact on overall good impression ,23,1403, Special ambience of old convent and medical institution converted into a modern style hotel Relaxed atmosphere Nice restaurant and bar area with terasse Good accessibility of public transport ,30,1,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",438 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/17/2016,7.7,Hotel Arena, United Kingdom , We were upgraded which was lovely but the heating didn t work and the room was cleaned once in 3 days We had to ask for more towels We ordered two burgers which were disgusting and the meat smelled bad after 3 mouthfuls my friend was sick ,49,1403, Room was a great size and comfy bed,9,1,5.8,"[' Leisure trip ', ' Group ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",443 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,5/17/2016,7.7,Hotel Arena, United Kingdom , We did have what looked like blood splashes all up the top of our curtains Told reception but nothing was done about it It definitely didn t put us of our stay and wouldn t stop us going back ,41,1403, The staff were lovely and very helpful Bar and restaurant very good not far from all attractions very good tram links ,23,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",443 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-07-2016,7.7,Hotel Arena, United States of America , The bathrooms only had smoked glass walls which did not provide as much privacy as we are used to The lighting in the halls was too dim ,29,1403, There was a lot of variety at breakfast and the fresh baked croissants were excellent The snacks in the restaurant were also very good The staff at the front desk was cheerful and helpful The bed was comfy ,40,2,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",453 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-07-2016,7.7,Hotel Arena, United Kingdom , We had one of our items we bought taken possibly mistaken as rubbish even though this wasn t in the bin no where near the bin and next to other gifts we bought We told reception but nothing came of it Very disappointing as this made us feel our other belonging where not safe in the hotel from there on ,62,1403, Bed was comfy with duck feather duvet and pillows We stayed in a deluxe split room and it was very nice Reception staff bar staff was friendly and helpful ,31,1,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",453 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-03-2016,7.7,Hotel Arena, United Kingdom , Two storey room with narrow winding stairs Wet room d cor and functionality Lack of storage space,18,1403, Very helpful and friendly staff Free WiFi Location and proximity to public transport Provision of iron and board 2 televisions,21,2,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",457 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-03-2016,7.7,Hotel Arena, Netherlands , There was a staircase in our room between the bed and the bathroom This means the bathroom is very spacious and lovely but can be a bit of a pain in the middle of the night ,38,1403, The hotel has its own character and a long history Very cool vibe We got a round of free drinks as consolation to the construction work outside ,29,7,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 6 nights ']",457 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-03-2016,7.7,Hotel Arena, Norway , It would have been nice if the one responsible for the cleaning of the room had swept up the crumbs from the floor It was noisy from the main street It was not heated floor in the bathroom and as it rained pretty much during our stay it was difficult with wet shoes There was construction site all around the hotel and the choice would have fell on another hotel if we had known this I am sure it will be very nice when it is finished ,89,1403, Good breakfast nice beds nice to live at a hotel with history ,14,17,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ']",457 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-01-2016,7.7,Hotel Arena, United Kingdom , First impressions of the dark reception made us wary to begin with Also we were given a duplex suite to start with Dutch stairs are very steep and we asked to change rooms which staff were most accommodating about The hotel is being renovated externally but this didn t affect our stay at all ,56,1403, Comfy beds we upgraded to a suite which was very spacious with a bath staff lovely all speak English restaurant food exceptional and great choice at breakfast Tram stops right outside and next to a lovely park,38,3,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",459 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,05-01-2016,7.7,Hotel Arena, Australia , Foyer was a mess Only place to relax was the bar and that was not comfortable enough to stay for more than a drink or two We had a very cold spell and it was draughty The first room whilst ok for a honey moon couple was totally unacceptable for any one over 30 or afraid of hights The second room was huge cold and paint in need of repair The hotel states it is four star but is not It feels like a up graded backpackers It is basic clean no frills or comfort three star max I thought I was booking a comfortable picturesque hotel it felt like and old school building we later found out that is exactly what it it was The hotel was under going major re constructions to the foyer entrance area nothing was mentioned at time of booking It was very disappointing and embarrassing as I had also made the booking for our friends who we were travelling with Very expensive hotel with nothing to make up for the expensive rooms ,180,1403,No Positive,0,6,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",459 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/26/2016,7.7,Hotel Arena, Belgium , the club sandwiches cold bacon with congealed fat and processed chicken Very poor ,15,1403, The friendly staff in bar restaurant The evening meal was excellent A pity the club sandwiches at lunch were awful After the building renovations I think this hotel will be fabulous It has so much history and is so unusual Loved it ,44,19,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ']",464 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/24/2016,7.7,Hotel Arena, United Kingdom , The only complaint we had was the iron in the room was not a steam iron and it was travel size which did not work particularly well ,29,1403, The staff were very friendly and helpful and our room was amazing the bed was really big and so comfy ,22,1,10,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",466 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/24/2016,7.7,Hotel Arena, United Kingdom , There was a little construction at the time but we were compensated with a free drink and room well away from the work ,25,1403, Great room great staff great food ,8,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",466 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/24/2016,7.7,Hotel Arena, United Kingdom , Building working next to entrance wooden platform to door looked unwelcoming Gothic look of reception area Checking out at 11 30am Wooden beam at one side of bed bloking your way See through glass to shower ,38,1403, Food in restaurant Quirky place use to be a hospital Reasonably convienent for transport into city centre Beautiful park beside hotel Walk through to other side for some nice cafe basrs for breakfast ,35,29,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",466 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/23/2016,7.7,Hotel Arena, United Kingdom , We didn t like our first room the stairs in the duplex were very steep and narrow ,19,1403, Beds were comfy the bar staff and reception staff were very helpful when we asked to move rooms,19,1,6.7,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ']",467 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/22/2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Beautiful gothic hotel Very good location Some nice bars and restaurants Fabulous Thai restaurant 5 minutes away 3 metro stops from Dam centre Really enjoyed staying there There was building work ongoing but you would never have know ,40,2,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",468 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/19/2016,7.7,Hotel Arena, United Kingdom , The fact I had to leave,7,1403, The whole experience was amazing there were construction works going on but the staff made sure it didn t impact your time there at all very friendly and very helpful,31,1,10,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",471 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/19/2016,7.7,Hotel Arena, United Kingdom , The d cor but hotel is currently being extended I expect the d cor will be updated when this is finished ,23,1403, Room was lovely we got a free upgrade Bathroom fab Excellent breakfast Nice sitting out area for those who wished to smoke Reception and dining bar staff exceptionally nice ,31,1,8.3,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ']",471 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/19/2016,7.7,Hotel Arena, Switzerland , The interiors are looking quite tired and the deluxe room on two levels was not to our liking This hotel was listed as four star though we would not consider this an accurate rating ,36,1403, Quiet location and thankfully the construction to the exterior of the hotel did not impact our stay ,19,16,5.4,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",471 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,4/17/2016,7.7,Hotel Arena, Spain , Currently have building work in the complex This didn t affect our stay as we heard nothing but visually not ideal when you arrive ,26,1403, Very comfortable bed and cool hotel,7,17,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",473 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-12-2016,7.7,Hotel Arena, United Kingdom , Stairs in our room were too narrow and steep No where did it say hotel was undergoing extensive building work and room looked out onto main busy road ,30,1403, Hotel was very clean and staff helpful Very trendy and reasonably priced,13,3,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",478 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-12-2016,7.7,Hotel Arena, United Kingdom , We booked a 3 night stay in a suite On arrival the room was tidy but not clean paint falling of the walls in a couple of places During the first night we were woken up by an intruder to the room at 0630 I went to the reception to investigate and explain what had happened It turned out to be the night cleaner who had no business coming in our room He came to apologise with a feeble excuse I tripped and fell into the door We didn t buy it and asked for a full refund credit where credit is due the manager gave it to us I asked her to remove my credit card from the room security deposit to which she assured me it was We went to a far better hotel and thought the matter was done with No it wasn t I came home to find my credit card had been charged 420 from them I phoned them up to complain and the money was returned However I have lost about 30 in bank charges due to their incompetence Terrible experience in what is essentially a hostel ,195,1403,No Positive,0,1,2.5,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 3 nights ']",478 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-07-2016,7.7,Hotel Arena, United Kingdom , The noise of the construction works that began at 7am sharp in the mornings The see through toilet bathroom the shabby sinks and sandpaper like tissue paper ,29,1403, The bed was huge and comfortable Massively high ceilings and the feature staircase ,15,5,5.4,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",483 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,04-05-2016,7.7,Hotel Arena, Ireland , The hotel is currently under going renovations and while this wasnt a major problem work did start early on Mon morning ,23,1403, Staff were very friendly helpful The kitchen provided us a great meal the bar staff were nice and the breakfast bar was very impressive ,26,13,7.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",485 day,52.3605759,4.9159683
